retailer_id,territory_id,state,district,tehsil,lat,lng,total_sales,avg_sales,total_quantity,unique_skus,transaction_count,stockout_count,avg_inventory,stockout_rate,retailer_visit_count,last_retailer_visit,unique_products_recommended,days_since_visit,campaign_count,last_campaign,days_since_campaign,wa_messages_sent,wa_open_rate,wa_click_rate,priority_label,priority_score
RTL_00088,TER_0012,Gujarat,Ahmedabad,Ahmedabad_T010,23.53022157911372,80.33223300315196,653712.02,10895.200333333334,557,3,60,0,84.17948717948718,0.0,26,2026-02-05,8,52,19,2026-01-31,57,3.0,0.3333333333333333,0.3333333333333333,0,0.3108730242617743
RTL_00089,TER_0012,Gujarat,Ahmedabad,Ahmedabad_T004,27.35285595476524,77.5923525620106,536966.87,6884.190641025641,381,3,78,1,141.57692307692307,0.01282051282051282,26,2026-02-05,8,52,19,2026-01-31,57,5.0,0.0,0.0,0,0.30468648212109073
RTL_00090,TER_0013,Uttar Pradesh,Agra,Agra_T008,28.324822623251553,80.52442059846925,695988.24,19885.378285714287,478,2,35,1,100.92307692307692,0.019230769230769232,24,2026-03-21,9,8,32,2026-03-22,7,1.0,0.0,0.0,0,0.24548073070560417
RTL_00091,TER_0013,Uttar Pradesh,Agra,Agra_T005,29.831395392986057,81.36517271835208,337896.26,10899.87935483871,218,2,31,0,151.5,0.0,24,2026-03-21,9,8,32,2026-03-22,7,0.0,0.0,0.0,0,0.15024296440858181
RTL_00092,TER_0013,Uttar Pradesh,Agra,Agra_T006,26.2592106908237,82.95733660306759,1021192.4600000001,12157.053095238096,816,4,84,8,60.82692307692308,0.07692307692307693,24,2026-03-21,9,8,32,2026-03-22,7,2.0,0.0,0.0,0,0.4461937339769018
RTL_00093,TER_0013,Uttar Pradesh,Agra,Agra_T003,28.57633660192232,79.11221072260619,868689.81,10593.778170731708,702,4,82,6,81.85576923076923,0.057692307692307696,24,2026-03-21,9,8,32,2026-03-22,7,0.0,0.0,0.0,0,0.3761194578010528
RTL_00094,TER_0013,Uttar Pradesh,Agra,Agra_T010,26.010785762173448,82.2564165158251,352912.95,9538.187837837839,374,2,37,0,117.21153846153847,0.0,24,2026-03-21,9,8,32,2026-03-22,7,3.0,0.0,0.0,0,0.15345050085012632
RTL_00095,TER_0013,Uttar Pradesh,Agra,Agra_T010,24.639508625160108,84.00534851081392,720123.22,12633.740701754385,552,3,57,0,80.26923076923077,0.0,24,2026-03-21,9,8,32,2026-03-22,7,3.0,0.0,0.0,0,0.2318859165598735
RTL_00096,TER_0013,Uttar Pradesh,Agra,Agra_T002,26.504306603682068,77.36530222241743,779021.69,13667.047192982454,495,3,57,2,103.67948717948718,0.02564102564102564,24,2026-03-21,9,8,32,2026-03-22,7,4.0,0.25,0.25,0,0.28196651780263854
RTL_00097,TER_0013,Uttar Pradesh,Agra,Agra_T003,30.057702313593282,81.88931483544442,576289.43,13402.07976744186,444,2,43,1,93.86538461538461,0.019230769230769232,24,2026-03-21,9,8,32,2026-03-22,7,0.0,0.0,0.0,0,0.21991329240298796
RTL_00098,TER_0014,West Bengal,Bardhaman,Bardhaman_T003,26.050659929398186,81.72062426195986,950214.58,9898.068541666666,700,4,96,1,102.11538461538461,0.009615384615384616,16,2026-03-20,8,9,16,2026-03-18,11,2.0,0.0,0.0,0,0.28109333854524476
RTL_00099,TER_0014,West Bengal,Bardhaman,Bardhaman_T001,27.8435402180954,80.82027041113015,654221.05,11477.562280701755,454,3,57,0,91.97435897435898,0.0,16,2026-03-20,8,9,16,2026-03-18,11,2.0,0.5,0.0,0,0.19911968313673586
RTL_00100,TER_0014,West Bengal,Bardhaman,Bardhaman_T005,18.430196304434737,79.03257758897529,486878.27999999997,12484.058461538461,351,2,39,0,96.46153846153847,0.0,16,2026-03-20,8,9,16,2026-03-18,11,0.0,0.0,0.0,0,0.163375585535733
